Churn,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,0.569,0.721,0.451,3.0,57.472972972972975,0.5493942218080149,0.4506057781919851,0.08333333333333333,0.25
Attrited Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,43,3,0.7,0.424,0.0,3.5833333333333335,41.659574468085104,1.0,0.0,0.4166666666666667,0.25
Existing Customer,38,F,2,College,Married,Unknown,Blue,36,6,0.921,0.914,0.508,3.0,68.40298507462687,0.4924563721059584,0.5075436278940416,0.16666666666666666,0.08333333333333333
Existing Customer,44,F,3,Graduate,Divorced,$40K - $60K,Blue,38,3,0.682,0.63,0.434,3.1666666666666665,55.70666666666666,0.5661747481845866,0.4338252518154134,0.16666666666666666,0.16666666666666666
Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,38,3,0.889,0.7140000000000001,0.5820000000000001,3.1666666666666665,61.52777777777778,0.41835518474374256,0.5816448152562574,0.08333333333333333,0.5
Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,5,0.879,0.812,0.408,3.1666666666666665,50.298850574712645,0.5917030567685589,0.40829694323144106,0.16666666666666666,0.16666666666666666
Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,36,3,0.546,0.7659999999999999,0.6890000000000001,3.0,50.10843373493976,0.3114374034003091,0.6885625965996909,0.08333333333333333,0.16666666666666666
Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,36,6,0.61,0.81,0.3829999999999999,3.0,62.0,0.6170827315865484,0.38291726841345164,0.08333333333333333,0.08333333333333333
Existing Customer,46,F,4,College,Married,$40K - $60K,Blue,33,4,0.625,0.7390000000000001,0.177,2.75,58.9625,0.82294676021461,0.17705323978539,0.08333333333333333,0.08333333333333333
Existing Customer,50,F,0,Uneducated,Single,$40K - $60K,Blue,41,6,1.098,1.029,0.226,3.4166666666666665,65.50704225352112,0.7739443186359398,0.2260556813640602,0.25,0.16666666666666666
Existing Customer,51,M,2,College,Married,$120K +,Blue,43,5,0.629,0.6609999999999999,0.368,3.5833333333333335,53.505376344086024,0.632454128440367,0.36754587155963303,0.25,0.16666666666666666
Existing Customer,43,F,3,Uneducated,Single,Unknown,Blue,32,5,0.494,0.593,0.341,2.6666666666666665,58.325581395348834,0.6586247653479802,0.34137523465201974,0.08333333333333333,0.08333333333333333
Existing Customer,47,F,1,High School,Married,Unknown,Blue,43,4,0.6609999999999999,0.5770000000000001,0.83,3.5833333333333335,55.390243902439025,0.1701312910284464,0.8298687089715536,0.16666666666666666,0.16666666666666666
Existing Customer,49,F,5,Graduate,Married,Unknown,Blue,43,4,0.807,1.147,0.919,3.5833333333333335,59.47945205479452,0.08056315995307001,0.91943684004693,0.16666666666666666,0.25
Existing Customer,42,F,2,College,Divorced,Less than $40K,Blue,33,3,0.8740000000000001,0.488,0.74,2.75,68.390625,0.2597459483136224,0.7402540516863776,0.08333333333333333,0.25
Existing Customer,35,F,4,High School,Single,Less than $40K,Blue,25,5,0.669,1.0,0.618,2.0833333333333335,61.276315789473685,0.38226527570789864,0.6177347242921013,0.25,0.16666666666666666
Existing Customer,38,F,1,Graduate,Married,Unknown,Blue,31,3,0.899,1.083,0.0,2.5833333333333335,69.30666666666667,1.0,0.0,0.25,0.08333333333333333
Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,26,3,0.561,0.778,0.517,2.1666666666666665,59.125,0.48341792393798233,0.5165820760620177,0.25,0.16666666666666666
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,37,4,1.308,0.9,0.477,3.0833333333333335,62.5,0.5227106227106227,0.4772893772893773,0.08333333333333333,0.16666666666666666
Existing Customer,50,F,3,High School,Married,Unknown,Blue,38,4,0.836,0.723,0.613,3.1666666666666665,63.41975308641975,0.38746438746438744,0.6125356125356125,0.08333333333333333,0.16666666666666666
Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,0.79,0.7859999999999999,0.0,3.0,57.44,1.0,0.0,0.08333333333333333,0.08333333333333333
Existing Customer,43,F,4,College,Unknown,$40K - $60K,Blue,39,4,0.68,1.128,0.0,3.25,54.55421686746988,1.0,0.0,0.25,0.08333333333333333
Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,0.522,0.594,0.0,3.0,44.09803921568628,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,44,F,1,College,Married,Less than $40K,Blue,33,5,0.7829999999999999,0.489,0.0,2.75,69.07142857142857,1.0,0.0,0.25,0.08333333333333333
Existing Customer,48,F,4,Doctorate,Single,Unknown,Blue,39,6,0.652,1.263,0.3229999999999999,3.25,61.27906976744186,0.6769771528998243,0.32302284710017576,0.08333333333333333,0.08333333333333333
Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,0.7290000000000001,0.667,0.546,3.0,62.6,0.45427221983683985,0.5457277801631601,0.25,0.16666666666666666
Existing Customer,47,F,1,Uneducated,Single,$40K - $60K,Blue,34,5,0.7170000000000001,0.667,0.555,2.8333333333333335,55.8875,0.4454502143878037,0.5545497856121963,0.25,0.08333333333333333
Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,37,6,0.607,0.521,0.188,3.0833333333333335,55.136986301369866,0.8121200235340262,0.1878799764659737,0.08333333333333333,0.08333333333333333
Existing Customer,54,F,4,Graduate,Married,Unknown,Blue,43,3,0.807,0.8109999999999999,0.216,3.5833333333333335,64.56716417910448,0.7842312746386334,0.21576872536136663,0.25,0.16666666666666666
Existing Customer,47,F,2,High School,Married,Unknown,Blue,32,3,0.815,0.915,0.0,2.6666666666666665,48.28888888888889,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,0.6890000000000001,0.81,0.48,2.75,62.35526315789474,0.5197206244864421,0.4802793755135579,0.25,0.25
Existing Customer,44,F,3,Graduate,Single,Unknown,Blue,37,3,0.932,0.648,0.331,3.0833333333333335,46.37078651685393,0.6693599829895811,0.3306400170104189,0.08333333333333333,0.16666666666666666
Existing Customer,44,F,5,High School,Married,Unknown,Blue,36,4,0.7509999999999999,0.6409999999999999,0.477,3.0,70.328125,0.5228397411496003,0.4771602588503997,0.16666666666666666,0.25
Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,34,4,0.708,0.787,0.341,2.8333333333333335,52.095238095238095,0.6586247653479802,0.34137523465201974,0.16666666666666666,0.16666666666666666
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,26,5,0.746,0.614,0.503,2.1666666666666665,56.47826086956522,0.4968268359020852,0.5031731640979148,0.0,0.25
Existing Customer,50,F,2,College,Married,$40K - $60K,Blue,37,6,0.72,0.531,0.529,3.0833333333333335,65.94666666666667,0.4711111111111111,0.5288888888888889,0.08333333333333333,0.16666666666666666
Existing Customer,46,M,2,High School,Unknown,$60K - $80K,Blue,42,3,0.759,0.841,0.0969999999999999,3.5,58.75308641975309,0.9026138279932546,0.09738617200674536,0.16666666666666666,0.25
Existing Customer,37,F,3,College,Married,Less than $40K,Blue,28,4,1.001,0.931,0.0,2.3333333333333335,62.69642857142857,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,51,4,0.89,0.7070000000000001,0.286,4.25,70.71428571428571,0.7139051678209909,0.28609483217900905,0.25,0.08333333333333333
Attrited Customer,39,F,5,Unknown,Married,$40K - $60K,Blue,31,3,0.947,0.282,0.56,2.5833333333333335,66.96,0.43984398439843986,0.5601560156015601,0.5,0.25
Existing Customer,50,F,2,Graduate,Married,Unknown,Blue,31,5,0.53,0.605,0.0,2.5833333333333335,72.65573770491804,1.0,0.0,0.25,0.08333333333333333
Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,36,2,0.5870000000000001,0.481,0.501,3.0,56.75,0.4987054371639116,0.5012945628360884,0.3333333333333333,0.16666666666666666
Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Blue,34,3,0.5920000000000001,1.053,0.0,2.8333333333333335,61.166666666666664,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,30,4,0.728,0.64,0.0,2.5,56.52439024390244,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,30,F,0,College,Single,Unknown,Blue,18,4,0.907,0.667,0.0,1.5,62.8,1.0,0.0,0.25,0.16666666666666666
Existing Customer,38,F,1,Uneducated,Married,Unknown,Blue,36,3,0.64,0.56,0.072,3.0,63.3974358974359,0.927739481816021,0.07226051818397908,0.08333333333333333,0.25
Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,3,0.6729999999999999,0.312,0.0,3.0,53.54761904761905,1.0,0.0,0.3333333333333333,0.25
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,3,0.841,0.667,0.8220000000000001,3.0,70.01538461538462,0.17750121671417649,0.8224987832858236,0.25,0.08333333333333333
Existing Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,30,4,0.725,0.7559999999999999,0.7340000000000001,2.5,64.67088607594937,0.2663316582914573,0.7336683417085427,0.16666666666666666,0.25
Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,44,3,0.813,0.7140000000000001,0.695,3.6666666666666665,51.035714285714285,0.30521739130434783,0.6947826086956522,0.16666666666666666,0.25
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,0.716,0.8,0.8109999999999999,3.0,59.263888888888886,0.1892319873317498,0.8107680126682502,0.16666666666666666,0.16666666666666666
Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,33,4,0.5589999999999999,0.4589999999999999,0.0,2.75,38.074074074074076,1.0,0.0,0.16666666666666666,0.25
Existing Customer,53,F,2,Graduate,Single,Unknown,Blue,49,4,0.6970000000000001,0.674,0.0,4.083333333333333,55.883116883116884,1.0,0.0,0.25,0.16666666666666666
Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,37,5,0.76,0.8640000000000001,0.354,3.0833333333333335,53.52439024390244,0.6464464464464464,0.35355355355355356,0.16666666666666666,0.08333333333333333
Existing Customer,34,M,2,Graduate,Married,$40K - $60K,Blue,17,6,0.7290000000000001,0.773,0.32,1.4166666666666667,59.1025641025641,0.6804092687330725,0.3195907312669275,0.08333333333333333,0.16666666666666666
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,3,0.682,0.9,0.728,4.0,60.6578947368421,0.2719155844155844,0.7280844155844156,0.25,0.08333333333333333
Existing Customer,34,F,2,Graduate,Unknown,Less than $40K,Blue,18,4,0.648,0.7140000000000001,0.0,1.5,62.916666666666664,1.0,0.0,0.25,0.08333333333333333
Existing Customer,35,F,1,College,Unknown,Unknown,Blue,29,4,0.871,0.7609999999999999,0.672,2.4166666666666665,64.80246913580247,0.328373774595008,0.6716262254049921,0.25,0.25
Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,34,2,0.36,0.591,0.2239999999999999,2.8333333333333335,50.82857142857143,0.7758284600389863,0.22417153996101363,0.25,0.3333333333333333
Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,42,6,1.063,0.878,0.123,3.5,62.25974025974026,0.8765206812652068,0.12347931873479319,0.08333333333333333,0.16666666666666666
Existing Customer,40,F,3,College,Single,Less than $40K,Blue,29,4,0.6729999999999999,0.8809999999999999,0.109,2.4166666666666665,55.53164556962025,0.8910076976906928,0.1089923023093072,0.08333333333333333,0.25
Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,36,4,0.565,0.931,0.746,3.0,85.83928571428571,0.25382262996941896,0.746177370030581,0.0,0.25
Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,46,4,0.59,0.7020000000000001,0.0,3.8333333333333335,54.8625,1.0,0.0,0.25,0.16666666666666666
Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,36,4,0.642,0.519,0.0,3.0,53.73170731707317,1.0,0.0,0.4166666666666667,0.25
Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,46,1,0.762,0.96,0.594,3.8333333333333335,48.04081632653061,0.40580985915492956,0.5941901408450704,0.25,0.25
Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,36,4,0.547,0.8140000000000001,0.711,3.0,56.35897435897436,0.28868360277136257,0.7113163972286374,0.25,0.16666666666666666
Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,38,4,0.5479999999999999,0.5429999999999999,0.065,3.1666666666666665,63.50704225352113,0.9346775692250511,0.0653224307749489,0.08333333333333333,0.08333333333333333
Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,36,6,0.843,0.6759999999999999,0.883,3.0,69.56451612903226,0.1165489404641776,0.8834510595358224,0.25,0.25
Existing Customer,33,F,2,Doctorate,Unknown,Unknown,Blue,21,3,0.7659999999999999,0.795,0.537,1.75,64.51898734177215,0.4626961943668028,0.5373038056331971,0.25,0.25
Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,38,2,0.912,0.6559999999999999,0.0,3.1666666666666665,57.886792452830186,1.0,0.0,0.3333333333333333,0.25
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,35,5,0.924,0.7070000000000001,0.616,2.9166666666666665,69.11428571428571,0.38392508778774875,0.6160749122122513,0.08333333333333333,0.16666666666666666
Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4,0.85,0.742,0.042,3.3333333333333335,57.407407407407405,0.9578234265734266,0.042176573426573424,0.25,0.16666666666666666
Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,34,3,0.687,0.706,0.598,2.8333333333333335,53.14942528735632,0.4022271714922049,0.5977728285077951,0.25,0.25
Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,36,3,0.518,0.292,0.0,3.0,71.0,1.0,0.0,0.25,0.16666666666666666
Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,38,3,0.871,0.7709999999999999,0.505,3.1666666666666665,71.7741935483871,0.49467536928890415,0.5053246307110958,0.25,0.16666666666666666
Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,30,4,0.68,0.516,0.397,2.5,49.12765957446808,0.6030128489144883,0.39698715108551175,0.25,0.16666666666666666
Existing Customer,62,M,1,Unknown,Single,Unknown,Blue,36,5,0.578,0.643,0.122,3.0,52.21739130434783,0.8782033916671181,0.12179660833288183,0.08333333333333333,0.08333333333333333
Attrited Customer,46,M,4,College,Married,$60K - $80K,Blue,36,4,0.4639999999999999,0.5,0.0,3.0,40.6875,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,52,F,2,High School,Single,Unknown,Blue,32,6,0.6759999999999999,0.778,0.0,2.6666666666666665,57.9125,1.0,0.0,0.25,0.08333333333333333
Attrited Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,4,0.662,0.5379999999999999,0.414,3.0833333333333335,65.875,0.5861193398222598,0.41388066017774017,0.08333333333333333,0.16666666666666666
Existing Customer,49,F,2,Unknown,Married,Less than $40K,Blue,36,5,0.605,0.914,0.6,3.0,66.8955223880597,0.3999860946951262,0.6000139053048739,0.25,0.25
Existing Customer,42,F,5,Uneducated,Married,Unknown,Blue,29,3,0.605,0.49,0.6890000000000001,2.4166666666666665,59.4078947368421,0.3114130434782609,0.6885869565217392,0.25,0.16666666666666666
Existing Customer,49,F,4,Unknown,Single,$40K - $60K,Blue,39,6,0.8059999999999999,0.667,0.18,3.25,73.72307692307692,0.8203738824166893,0.17962611758331076,0.25,0.16666666666666666
Existing Customer,51,M,4,Unknown,Married,$80K - $120K,Blue,47,4,0.794,0.976,0.161,3.9166666666666665,59.45679012345679,0.8389018389018389,0.1610981610981611,0.16666666666666666,0.25
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,4,0.925,0.976,0.481,3.9166666666666665,56.46913580246913,0.5192061459667093,0.48079385403329067,0.16666666666666666,0.08333333333333333
Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,36,6,0.748,0.833,0.478,3.0,66.16883116883118,0.5216968911917098,0.47830310880829013,0.16666666666666666,0.08333333333333333
Existing Customer,55,F,3,College,Single,Less than $40K,Blue,42,5,0.612,0.8909999999999999,0.0,3.5,53.5632183908046,1.0,0.0,0.08333333333333333,0.16666666666666666
Existing Customer,46,F,4,Uneducated,Married,$40K - $60K,Blue,34,6,0.725,0.769,0.7859999999999999,2.8333333333333335,49.82608695652174,0.2140221402214022,0.7859778597785978,0.25,0.25
Existing Customer,34,F,4,High School,Married,$40K - $60K,Blue,28,6,0.873,0.917,0.35,2.3333333333333335,68.98550724637681,0.6500822368421053,0.34991776315789475,0.0,0.08333333333333333
Existing Customer,44,M,2,High School,Single,$40K - $60K,Blue,31,5,0.921,0.6409999999999999,0.0,2.5833333333333335,71.0625,1.0,0.0,0.08333333333333333,0.08333333333333333
Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,30,5,0.449,0.7859999999999999,0.16,2.5,57.96,0.8397442301928264,0.16025576980717354,0.25,0.25
Existing Customer,47,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,36,6,0.85,0.634,0.331,3.0,68.6268656716418,0.6685096757979392,0.3314903242020608,0.16666666666666666,0.08333333333333333
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,41,5,0.8340000000000001,0.653,0.85,3.4166666666666665,51.79012345679013,0.15029693924166285,0.8497030607583371,0.25,0.08333333333333333
Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,31,5,0.568,0.765,0.1119999999999999,2.5833333333333335,50.03333333333333,0.8875409438311295,0.11245905616887056,0.25,0.16666666666666666
Existing Customer,42,M,1,High School,Divorced,$80K - $120K,Blue,38,4,0.614,0.878,0.098,3.1666666666666665,63.142857142857146,0.9018918466432279,0.09810815335677214,0.08333333333333333,0.16666666666666666
Existing Customer,31,F,0,High School,Single,Less than $40K,Blue,23,4,0.605,0.976,0.561,1.9166666666666667,60.0722891566265,0.43903528360875393,0.5609647163912461,0.25,0.16666666666666666
Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,38,6,0.887,0.6729999999999999,0.0,3.1666666666666665,48.31521739130435,1.0,0.0,0.25,0.08333333333333333
Existing Customer,52,F,1,Doctorate,Married,Less than $40K,Blue,39,3,0.7070000000000001,0.654,0.0,3.25,56.68604651162791,1.0,0.0,0.08333333333333333,0.08333333333333333
Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,26,4,0.633,0.75,0.255,2.1666666666666665,51.48051948051948,0.7454097012880241,0.25459029871197586,0.08333333333333333,0.08333333333333333
Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,36,5,0.705,0.6509999999999999,0.0,3.0,62.42253521126761,1.0,0.0,0.16666666666666666,0.25
Existing Customer,57,F,3,College,Single,Less than $40K,Blue,51,5,0.8859999999999999,0.706,0.0,4.25,62.12643678160919,1.0,0.0,0.0,0.08333333333333333
Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,36,4,0.551,0.738,0.486,3.0,64.64383561643835,0.5144972239358421,0.4855027760641579,0.25,0.16666666666666666
Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,33,4,0.597,1.3330000000000002,0.652,2.75,61.81428571428572,0.34817518248175183,0.6518248175182482,0.08333333333333333,0.25
Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,37,5,0.7509999999999999,0.767,0.28,3.0833333333333335,60.10526315789474,0.7202445163610213,0.2797554836389788,0.25,0.16666666666666666
Attrited Customer,41,F,3,Uneducated,Unknown,Unknown,Blue,36,2,0.325,0.875,0.0,3.0,53.03333333333333,1.0,0.0,0.08333333333333333,0.25
Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,36,5,0.6859999999999999,0.884,0.561,3.0,52.50617283950617,0.43892165122156696,0.561078348778433,0.08333333333333333,0.16666666666666666
Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,0.6970000000000001,0.735,0.599,3.0,52.51764705882353,0.4014115571239524,0.5985884428760476,0.16666666666666666,0.16666666666666666
